Text,Accident Cause
"""আট সদস্যের বিশাল পরিবার নিয়েও যেন মন ভরছে না ব্র্যাড পিট ও অ্যাঞ্জেলিনা জোলির। তিন সন্তানের জন্ম দিয়েছেন জোলি। পাশাপাশি পিট-জোলির পরিবারে আছে দত্তক নেওয়া আরও তিন সন্তান। এবার আরেকটি সন্তান দত্তক নেওয়ার পরিকল্পনা করছেন হলিউডের আলোচিত এ তারকা জুটি। ইথিওপিয়া থেকে সন্তান দত্তক নেওয়ার চেষ্টা করছেন তাঁরা।২০০৬ সালে মেয়ে শিলহকে পৃথিবীর আলো দেখান জোলি। শিলহর বয়স এখন আট বছর। এ ছাড়া পিট-জোলির যমজ সন্তান নক্স ও ভিভিয়েনের বয়স এখন পাঁচ। আর দত্তক নেওয়া তিন সন্তান ম্যাডক্স, প্যাক্স, ও জাহারার বয়স যথাক্রমে ১২, ১০ ও ৯। এবার দুই থেকে তিন বছরের মধ্যে বয়স এমন একটি কন্যা সন্তান দত্তক নিতে চান পিট-জোলি।এ প্রসঙ্গে পিট-জোলির কাছের একটি সূত্রের বরাতে যুক্তরাজ্যের ফিমেলফার্স্ট ডটকম জানিয়েছে, পরিবারের সদস্য সংখ্যা বাড়ানোর বিষয় নিয়ে দীর্ঘ সময় ধরে আলাপ-আলোচনা করছেন পিট-জোলি। শুরুর দিকে জর্ডান থেকে বাচ্চা দত্তক নিতে চেয়েছিলেন তাঁরা। কিন্তু দেশটি থেকে বাচ্চা দত্তক নেওয়ার প্রক্রিয়া বেশ কঠিন। এজন্য ইথিওপিয়ার কোনো অনাথ আশ্রম থেকে বাচ্চা দত্তক নেওয়ার পরিকল্পনা করছেন তাঁরা।২০০৫ সালে জাহারাকে ইথিওপিয়া থেকে দত্তক নিয়েছিলেন জোলি। মূলত জাহারার কথা চিন্তা করেই আবার দেশটি থেকে সন্তান দত্তক নেওয়ার কথা ভাবছেন পিট ও জোলি। শুধু তাই নয়, ইথিওপিয়ায় জাহারার নামে একটি এইডস ক্লিনিক নির্মাণের সিদ্ধান্ত নিয়েছেন তাঁরা। এই কাজে আগামী এপ্রিল মাসে দেশটিতে যাওয়ার কথা রয়েছে তাঁদের। সেখানে গিয়ে গুরুত্বপূর্ণ এ কাজটির পাশাপাশি বাচ্চা দত্তক নেওয়ার জন্য বিভিন্ন অনাথ আশ্রমের কর্তা-ব্যক্তিদের সঙ্গেও যোগাযোগ করবেন পিট ও জোলি।""
",NON-ACCIDENTAL
"অ্যাপল তার উদ্ভাবনী ক্ষমতা হারিয়েছে বলে যাঁরা হাহুতাশে ছিলেন তাঁদের একটু নড়েচড়ে বসার ইঙ্গিতই দিয়েছেন অ্যাপলের প্রধান নির্বাহী টিম কুক। টিম দাবি করেছেন, অ্যাপল সত্যিই চমত্কার পণ্য তৈরিতে কাজ করছে। পণ্যটি কী? অবশ্য এখনই এ নিয়ে হাটে হাঁড়ি ভাঙতে নারাজ টিম কুক",NON-ACCIDENTAL
সম্প্রতি বাজারে এসেছে ভ্যালুটপ ব্র্যান্ডের ভিটি-৮৮০০ মডেলের গেমিং কেসিং। আকর্ষণীয় নকশার এই কেসিং বাজারে এনেছে প্রযুক্তিপণ্য বিপণনকারী প্রতিষ্ঠান কম্পিউটার সিটি টেকনোলজিস।,NON-ACCIDENTAL
"প্রাত্যহিক জীবন থেকে শুরু করে সামাজিক পরিসরেও অনেক আচার-আচরণে আমরা এতটাই অভ্যস্ত যে এগুলোকে যেন আমরা চিরায়ত বলেই ধরে নিয়েছি। কিন্তু প্রতিদিনের ‘চা-বিরতি’ থেকে শুরু করে বার্ষিক ‘মা দিবস’-এর মতো শব্দগুলো হয়তো সৃষ্টিই হতো না, যদি না বিজ্ঞাপনী সংস্থাগুলো এসব নিয়ে প্রচারণায় না নামত!",NON-ACCIDENTAL
" ""গাইবান্ধা জেলার সুন্দরগঞ্জে অবরুদ্ধ পুলিশ সদস্যদের উদ্ধারে অভিযান শুরু করেছে যৌথ বাহিনী। তারা আজ রোববার সকালে সুন্দরগঞ্জ উপজেলার সর্বানন্দ ইউনিয়নের কদমতলী খানাবাড়ি গ্রামটি ঘিরে ফেলে। পুলিশের স্থানীয় সূত্র জানায়, গ্রামের অধিকাংশ লোক পালিয়ে গেছে। থেকে থেকে গুলির শব্দ শোনা যাচ্ছে।জানা গেছে, শনিবার দিবাগত রাত ১২টার দিকে থানার সর্বানন্দ ইউনিয়নের কদমতলী খানাবাড়ি গ্রামে পুলিশ আসামি ধরতে যায়। এই আসামিদের সবাই গত বছর ২৮ ফেব্রুয়ারির সহিংসতার সঙ্গে জড়িত এবং জামায়াত-শিবিরের নেতা-কর্মী। এ সময় জামায়াত-শিবিরের লোকজন পুলিশকে অবরুদ্ধ করে ফেলে। রাতের অন্ধকারে পুলিশ সদস্যরাও সেখান থেকে বেরিয়ে আসতে পারেননি। এ সময় আত্মরক্ষার্থে পুলিশ ব্যাপক ফাঁকা গুলি ছোড়ে।অবরুদ্ধ পুলিশ সদস্যদের উদ্ধার করতে রংপুর ও গাইবান্ধা থেকে অতিরিক্ত পুলিশ, র‌্যাব ও বিজিবির সদস্যরা ঘটনাস্থলের উদ্দেশে রওনা হন। কিন্তু কুয়াশার কারণে তাঁরা দ্রুত এগোতে পারছিলেন না।এ ঘটনায় বড় ধরনের হতাহতের কোনো খবর পাওয়া যায়নি। তবে সুন্দরগঞ্জ থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) মোজাম্মেল হোসেন জানান, গ্রামবাসীদের ইটের আঘাতে ছয় জন পুলিশ সদস্য আহত হয়েছেন।সুন্দরগঞ্জে জামায়াত-শিবিরের সঙ্গে সংঘর্ষ, অবরুদ্ধ পুলিশ""
",NON-ACCIDENTAL
" ""বাবা-মায়েদের অনেকে সন্তানদের পর্যাপ্ত সময় দেন না। চাকরিসহ বিভিন্ন কাজে ব্যস্ত থাকেন। তাঁদের সন্তানেরা হতাশায় ভুগতে থাকে। হতাশা থেকে তারা জড়িয়ে পড়ে মাদকসহ বিভিন্ন প্রকার অসামাজিক কাজে। তাই অভিভাবকদের উচিত সন্তানকে পর্যাপ্ত সময় দেওয়া, তাদের সঙ্গে বন্ধুত্বপূর্ণ সম্পর্ক গড়ে তোলা।রাজধানীর ধানমন্ডির ডব্লিউভিএ মিলনায়তনে গতকাল শনিবার বিকেলে প্রথম আলো ট্রাস্টের অধীনে পরিচালিত প্রথম আলো মাদক-বিরোধী আন্দোলনের উদ্যোগে মাদকবিরোধী পরামর্শ সহায়তা-৪৬ অনুষ্ঠানে বিশেষজ্ঞরা এসব কথা বলেন।অনুষ্ঠানে মাদকাসক্ত ব্যক্তি ও তাদের অভিভাবকদের কাছ থেকে বিভিন্ন সমস্যা শুনে পরামর্শ দেন জাতীয় মানসিক স্বাস্থ্য ইনস্টিটিউটের সহযোগী অধ্যাপক তাজুল ইসলাম, সহকারী অধ্যাপক আহমেদ হেলাল, পাবনা মেডিকেল কলেজের সহকারী অধ্যাপক মো. জোবায়ের মিয়া, আহসানিয়া মিশনের সহকারী পরিচালক ইকবাল মাসুদ।আলোচকেরা অভিভাবকদের উদ্দেশে বলেন, সন্তান কোথায় যাচ্ছে, কী করছে, কখন ফিরছে, প্রতিটি বিষয়ে বাবা-মাকে খোঁজ নিতে হবে। সন্তানেরা যাদের সঙ্গে মিশছে তাদের সম্পর্কেও খোঁজ নিতে হবে। সন্তানদের সঙ্গে এমন সম্পর্ক গড়তে হবে যাতে সন্তানেরা বাবা-মাকে সব কিছু খুলে বলতে পারে।বক্তারা আরও বলেন, অনেকে মনে করেন মাদকাসক্ত ব্যক্তিকে বিয়ে করালে হয়তো তারা মাদক ছেড়ে দেবে, এ ধারণাও ঠিক নয়। বরং ধৈর্য নিয়ে চিকিৎসা করালে তারা সুস্থ হয়ে ওঠে।প্রথম আলো ট্রাস্টের কর্মসূচি ব্যবস্থাপক ফেরদৌস ফয়সাল অনুষ্ঠান সঞ্চালনা করেন। অনুষ্ঠানে আরও উপস্থিত ছিলেন প্রথম আলো বন্ধুসভা জাতীয় পরিচালনা পর্ষদের নির্বাহী সভাপতি সাইদুজ্জামান।আয়োজকদের পক্ষ থেকে জানানো হয়, পরবর্তী আয়োজন ৮ ফেব্রুয়ারি বিকেল চারটায় একই স্থানে অনুষ্ঠিত হবে।""
",NON-ACCIDENTAL
"""স্বাস্থ্যমন্ত্রী মোহাম্মদ নাসিম বলেছেন, হরতাল-অবরোধের সময় আগুনে দগ্ধ ব্যক্তিদের পুনর্বাসন করা হবে। একই সঙ্গে নিহত ব্যক্তিদের পরিবারকে দেওয়া হবে আর্থিক সহায়তা।গতকাল শনিবার বেলা সাড়ে ১১টার দিকে ঢাকা মেডিকেল কলেজ হাসপাতালের বার্ন ইউনিটে চিকিৎসাধীন হরতাল-অবরোধের আগুনে দগ্ধ ব্যক্তিদের দেখতে গিয়ে স্বাস্থ্যমন্ত্রী সাংবাদিকদের এসব কথা বলেন। তিনি বিভিন্ন ওয়ার্ডে গিয়ে দগ্ধ ব্যক্তিদের চিকিৎসার খোঁজখবর নেন। স্বাস্থ্যমন্ত্রী বলেন, প্রধানমন্ত্রী প্রতিশ্রুতি দিয়েছেন, দগ্ধ ব্যক্তিরা সুস্থ হলে তাদের পুনর্বাসিত করা হবে। নিহত ব্যক্তিদের বিষয়ে তিনি বলেন, তাদের পরিবারকেও সহায়তা দেওয়া হবে।""
",NON-ACCIDENTAL
" ""স্থানীয় সরকারের দুই স্তরে দুই নিয়ম। মেয়াদ শেষ হওয়ার সাড়ে ছয় বছরেও নির্বাচনের খবর নেই ঢাকা সিটি করপোরেশনের (ডিসিসি)। উল্টো নির্বাচন এড়াতে ‘অধিক সেবা’র কথা বলে  বছর আগে দুই ভাগ করা হয় ডিসিসিকে। তবে উপজেলার ক্ষেত্রে আইন মানার ঘোষণা দিয়েছে নির্বাচন কমিশন।দেশের ৪৮৭টি উপজেলার মধ্যে শতাধিক উপজেলা পরিষদে মধ্য-ফেব্রুয়ারিতে নির্বাচন করতে যাচ্ছে কমিশন। আজ রোববার তফসিল ঘোষণা করা হতে পারে। সুষ্ঠুভাবে আইনশৃঙ্খলা পরিস্থিতি নিয়ন্ত্রণের জন্য এবার কয়েক ধাপে ভোট গ্রহণের প্রস্তুতি নেওয়া হচ্ছে। প্রথম পর্যায়ে ১৮ থেকে ২২ ফেব্রুয়ারির মধ্যে (২১ ফেব্রুয়ারি বাদে) শতাধিক উপজেলায় নির্বাচন হবে।কাল নির্বাচন কমিশন সচিবালয়ে অনুষ্ঠিত আন্তমন্ত্রণালয় বৈঠকে এ বিষয়ে নীতিগত সিদ্ধান্ত হয়। বৈঠকে প্রধান নির্বাচন কমিশনার (সিইসি) কাজী রকিব উদ্দীন আহমেদ, চার কমিশনার, কমিশন সচিবালয়ের সচিব, শিক্ষাসচিবসহ সংশ্লিষ্ট কর্মকর্তারা উপস্থিত ছিলেন। বৈঠক শেষে সিইসি সাংবাদিকদের বলেন, মধ্য-ফেব্রুয়ারিতে কিছু উপজেলায় নির্বাচন করার ব্যাপারে আইনি বাধ্যবাধকতা আছে। এসব উপজেলায় কবে ভোট হবে, সে বিষয়ে রোববার কমিশনের বৈঠকে সিদ্ধান্ত হবে। নির্বাচনের সময় এসএসসি ও এইচএসসি পরীক্ষা চলবে। শিক্ষার্থীদের যাতে কোনো সমস্যা না হয়, সে বিষয়টি কমিশন বিবেচনায় নিয়ে তফসিল ঘোষণা করবে।জানতে চাইলে নির্বাচন কমিশনার মো. শাহ নেওয়াজ বলেন, ১৮ থেকে ২২ ফেব্রুয়ারির মধ্যে যেসব উপজেলার মেয়াদ শেষ হচ্ছে, সেখানে নির্বাচন হবে। আজ বিকেলে তফসিল ঘোষণা হতে পারে।এর আগে ২০০৯ সালের ২২ জানুয়ারি দেশের ৪৮০টি উপজেলায় নির্বাচন হয়েছিল। এখন উপজেলার সংখ্যা ৪৮৭। উপজেলা নির্বাচনী আইন অনুযায়ী, মেয়াদ শেষ হওয়ার পূর্ববর্তী ১৮০ দিনের মধ্যে নির্বাচন করতে হবে। ২২ ফেব্রুয়ারির মধ্যে শতাধিক উপজেলার মেয়াদ শেষ হবে। ২৫ মার্চের মধ্যে শেষ হবে আড়াই শতাধিক উপজেলার মেয়াদ। বাকি উপজেলার মেয়াদ শেষ হবে জুনের মধ্যে। নির্বাচনের মাধ্যমে গঠিত উপজেলা পরিষদের প্রথম বৈঠক থেকে পাঁচ বছরের হিসাব ধরা হয়।ডিসিসি নির্বাচন না করার কারণ রাজনৈতিক: স্থানীয় সরকার বিশেষজ্ঞ এবং দায়িত্বশীল কয়েকজন সরকারি কর্মকর্তা মনে করেন, মূলত রাজনৈতিক কারণেই সরকার ডিসিসি নির্বাচন করছে না। ‘অধিক সেবা’র কথা বলে ২০১১ সালের ২৯ নভেম্বর ডিসিসি দুই ভাগ করে সরকার। এর মধ্যে পাঁচবার প্রশাসক বদলানো হয়েছে। কিন্তু নির্বাচনের উদ্যোগ নেই। মাঝে দু-একবার নির্বাচনের কথা শোনা গেলেও একে একে পাঁচ সিটি করপোরেশন নির্বাচনে সরকারি দলের পরাজয়ের পর সে উদ্যোগে ভাটা পড়ে।স্থানীয় সরকার বিশেষজ্ঞ তোফায়েল আহমেদ প্রথম আলোকে বলেন, ‘জাতীয় নির্বাচনের পর এখন আর নির্বাচন না করার কোনো কারণ নেই। আশা করব, সরকার ঢাকা সিটি করপোরেশন ও জেলা পরিষদের নির্বাচন দ্রুত সম্পন্ন করবে।’জানতে চাইলে নির্বাচন কমিশনার আবদুল মোবারক এ বিষয়ে বলেন, ‘আমাদের কিছু করার নেই। স্থানীয় সরকার মন্ত্রণালয় যদি সীমানা পুনর্নির্ধারণের কাজটি করে দেয়, তাহলে আমরা তফসিল ঘোষণা করব।’সংশ্লিষ্ট সূত্রমতে, সিটি করপোরেশনের প্রশাসকের মেয়াদ ১৮০ দিন। তাই বারবার প্রশাসক বদল করতে হয়েছে। সর্বশেষ গত নভেম্বরের শেষ সপ্তাহে উপানুষ্ঠানিক শিক্ষা ব্যুরোর মহাপরিচালক মো. আলমগীরকে দক্ষিণ সিটি করপোরেশনে এবং কৃষি মন্ত্রণালয়ের অতিরিক্ত সচিব মো. আনোয়ারুল ইসলাম শিকদারকে উত্তর সিটি করপোরেশনের প্রশাসক নিয়োগ করা হয়।নির্বাচন কমিশনের সূত্রমতে, দুই ভাগ হওয়ার পর ২০১২ সালের ৯ এপ্রিল দুই সিটি করপোরেশনের নির্বাচনের তফসিল ঘোষণা করা করেছিল। ২৪ মে ভোট গ্রহণের তারিখও দেওয়া হয়। কিন্তু হাইকোর্টে রিট হলে ১৫ এপ্রিল আদালত নির্বাচন তিন মাসের জন্য স্থগিত করে কিছু নির্দেশনা দেন। নির্দেশনা অনুযায়ী, সীমানা পুনর্নির্ধারণ ও ভোটার তালিকা হালনাগাদ করার কথা।এরপর রিট নিষ্পত্তি হলেও নির্বাচন হয়নি। উল্টো দক্ষিণ সিটি করপোরেশনে নতুন করে কিছু এলাকা সিটি করপোরেশনে অন্তর্ভুক্ত করা হয়। সীমানা পুনর্নির্ধারণও সম্পন্ন করেনি স্থানীয় সরকার মন্ত্রণালয়। পুরোপুরি হালনাগাদ হয়নি ভোটার তালিকাও।১৩ জানুয়ারি স্থানীয় সরকার মন্ত্রণালয়ে এক অনুষ্ঠানে এ-সম্পর্কিত প্রশ্নের জবাবে স্থানীয় সরকারমন্ত্রী সৈয়দ আশরাফুল ইসলাম সাংবাদিকদের বলেন, আইনানুযায়ী যথাসময়ে ঢাকা সিটি করপোরেশন ও উপজেলা পরিষদের নির্বাচন হবে।""
",NON-ACCIDENTAL
"জাতীয় পার্টি (জাপা) ও এর সংসদীয় দলের নেতৃত্বকে আলাদা রূপ দিতে তৎপর হয়েছেন রওশন এরশাদপন্থী নেতারা। তাঁরা চান, চেয়ারম্যান হিসেবে এইচ এম এরশাদ দল পরিচালনা করবেন, আর বিরোধীদলীয় নেতা হিসেবে জাপার সংসদীয় দল চালাবেন রওশন।",NON-ACCIDENTAL
"জামায়াতে ইসলামী ও হেফাজতে ইসলামের সঙ্গে সম্পর্ক নিয়ে পশ্চিমা দেশগুলোর নেতিবাচক অবস্থান ভাবিয়ে তুলেছে বিএনপিকে। দলটির আশা ছিল, ৫ জানুয়ারির ‘একতরফা’ নির্বাচনের পর পশ্চিমা বিশ্ব দ্রুততম সময়ের মধ্যে আবার নির্বাচন দিতে ক্ষমতাসীন আওয়ামী লীগের ওপর চাপ সৃষ্টি করবে। কিন্তু এখন উল্টো বিএনপি চাপে পড়েছে জামায়াত ও হেফাজতের সঙ্গে সম্পর্কের কারণে।",NON-ACCIDENTAL
"আন্তর্জাতিক ক্রিকেট কাউন্সিল (আইসিসি) সম্পর্কে অনেক কৌতুক চালু আছে। কেউ বলেন ক্রিকেটের বিশ্ব নিয়ন্ত্রক সংস্থাটি পাড়ার সমাজকল্যাণ সংঘের মতো, সাইনবোর্ডের ভারী নামের আড়ালে যাদের কাজের কাজ কিছুই নেই। কারও কাছে এটা ঢাল-তলোয়ারহীন নিধিরাম সর্দার। যেটি আসলে বড় ক্রিকেট বোর্ডগুলোর হাতের পুতুল।",NON-ACCIDENTAL
"বিসিসিআই, সিএ আর ইসিবিকে স্থায়ী সদস্য হিসেবে রেখে চার সদস্যের এক্সকো গঠন। এক্সকোই হবে আইসিসির সর্বময় ক্ষমতার অধিকারীউন্নতি ও অবনমনের নিয়ম রেখে দ্বিস্তরবিশিষ্ট টেস্ট ক্রিকেটের প্রবর্তন। ",NON-ACCIDENTAL
"ভারতীয় ক্রিকেট বোর্ড (বিসিসিআই), ক্রিকেট অস্ট্রেলিয়া (সিএ) এবং ইংল্যান্ড অ্যান্ড ওয়েলস ক্রিকেট বোর্ডের (ইসিবি) প্রস্তাব অনুমোদন হলে আইসিসির ভবিষ্যৎ সফর পরিকল্পনার (এফটিপি) ধরনও আমূল বদলে যাবে।এফটিপি চুক্তিটা এখন হয় আইসিসির সঙ্গে আইসিসির সদস্য দেশগুলোর। এতে ঠিক হয় বাংলাদেশ বছরে কোন দলের সঙ্গে কয়টা দ্বিপক্ষীয় সিরিজ খেলবে।",NON-ACCIDENTAL
"এক মাঠে পড়ল ১৭ উইকেট। আরেক মাঠে লাঞ্চের পর শুরু হয়ে খেলা হলো ৮১ ওভার, তাতেই উইকেট নেই আটটি। বিকেএসপিতে বিসিএলের দ্বিতীয় রাউন্ডের প্রথম দিনটা বোলারদের সাফল্যের সাক্ষী। আরও নির্দিষ্ট করে বললে কালকের দিনটা ছিল স্পিনারদেরই।",NON-ACCIDENTAL
বাংলাদেশ প্রিমিয়ার লিগের (বিপিএল) স্পট ফিক্সিং কেলেঙ্কারিকে ঘিরে গঠিত ট্রাইব্যুনালের কার্যক্রম শুরু হয়েছে আগেই। এক দফা শুনানিও হয়ে গেছে। তবে গত ২৪ নভেম্বর এক দিন চলেই মুলতবি হয়ে যায় ট্রাইব্যুনাল। দীর্ঘ বিরতি শেষে আজ আবার শুরু হচ্ছে শুনানি। এবার ট্রাইব্যুনালের কার্যক্রম চলবে ৬ ফেব্রুয়ারি পর্যন্ত।,NON-ACCIDENTAL
"প্রিমিয়ার হকি লিগের উদ্বোধনী দিনে জয় পেয়েছে শিরোপাপ্রত্যাশী আবাহনী ও ঊষা। মওলানা ভাসানী হকি স্টেডিয়ামে কাল প্রথম ম্যাচে ঊষা ৯-১ গোলে উড়িয়ে দিয়েছে ঢাকা ওয়ান্ডারার্সকে। অধিনায়ক মামুনুর রহমান চয়ন ৩ গোল করেছেন। ১টি করে গোল করেছেন মাকসুদ আলম হাবুল, কৃষ্ণ কুমার, রিমন কুমার ও মইনুল ইসলাম। ",NON-ACCIDENTAL
"কুল দ্বিতীয় বিভাগ ফুটবলে কাল বীরশ্রেষ্ঠ মোস্তফা কামাল স্টেডিয়ামে লিটল ফ্রেন্ডসকে ১-০ গোলে হারিয়েছে কারওয়ান বাজার প্রগতি সংঘ। ইউরো ফেমাস ও পিডব্লিউডির ম্যাচটি গোলশূন্য ড্র হয়েছে।""",NON-ACCIDENTAL
"জাতীয় প্রবৃদ্ধিতে কৃষি খাতের অবদান বৃদ্ধি ও টেকসই উন্নয়নে এ খাতে তথ্যপ্রযুক্তির ব্যবহারকে সহজলভ্য, সাশ্রয়ী ও কৃষকবান্ধব করতে হবে। তথ্যপ্রযুক্তির সহায়তায় মোবাইল ফোনের মাধ্যমেই কৃষকের কাছে প্রয়োজনীয় সেবা প্রদানে সমন্বিত উদ্যোগ দরকার। এ ক্ষেত্রে প্রয়োজনীয় তথ্যের সন্নিবেশ ঘটিয়ে মোবাইল অ্যাপ্লিকেশনগুলোর ব্যবহার সহজ করতে হবে। ",NON-ACCIDENTAL
"ব্যালন ডি’অর না হয় না-ই পেলেন। মেসি-রোনালদো যত দিন খেলছেন তত দিনে তা পাওয়া দুরাশাও। এডেন হ্যাজার্ড পুরস্কারটা আদৌ পাবেন কি না, সেটা সময়ই বলবে। তবে একটা পুরস্কার কিন্তু ঠিকই পেয়ে গেছেন চেলসি উইঙ্গার। জিতেছেন ‘ব্যালন উড’। ",NON-ACCIDENTAL
ইতালির সাবেক প্রধানমন্ত্রী সিলভিও বেরলুসকোনি এসি মিলানের মালিকও। ক্লাবে এতটাই তাঁর প্রভাব যে ২০০৩ চ্যাম্পিয়নস লিগ ফাইনালের আগে মিলানের ‘টিম মিটিংয়ে’ও ছিলেন তিনি!,NON-ACCIDENTAL
"বাড়ির ভেতরে সুনসান নীরবতা। মূল প্রবেশপথ দিয়ে মানুষের তেমন আসা-যাওয়া দেখা গেল না। কিন্তু বাইরে উৎসুক নানা বয়সী মানুষের ভিড়। সবার নজর বাড়িটির দিকে। যেখানে সুচিত্রা সেনের কেটেছে দীর্ঘদিন। মাত্র এক দিন আগে তিনি শেষবারের মতো এই বাড়িতে এসেছিলেন। সাদা বেনারসি শাড়িতে তিনি ছিলেন নীরব, নিথর। কত স্মৃতি এ বাড়িতে তাঁর।মহানায়িকা সুচিত্রা সেনের স্মৃতি-জাগানিয়া এ বাড়ি ছিল গতকাল শনিবার অসংখ্য মানুষের আগ্রহের বিষয়।",NON-ACCIDENTAL
বাংলাদেশে সহিংসতার তীব্র নিন্দা জানিয়েছে যুক্তরাষ্ট্র। একই সঙ্গে সংখ্যালঘুদের ওপর সহিংসতায় সমর্থন দেওয়া থেকে বিরত থাকতে বাংলাদেশের রাজনৈতিক দলের নেতাদের প্রতি আহ্বান জানিয়েছে দেশটি।গত শুক্রবার যুক্তরাষ্ট্রের ওয়াশিংটনে দেশটির পররাষ্ট্র মন্ত্রণালয়ের নিয়মিত সংবাদ ব্রিফিং থেকে এই আহ্বান জানানো হয়।,NON-ACCIDENTAL
"প্রথম দুই ম্যাচে হেরে যাওয়া ব্রাদার্স নিজেদের বদলে ফেলেছে অনেকটা। তৃতীয় ম্যাচে তারা ১-০ গোলে হারায় চ্যাম্পিয়ন শেখ রাসেলকে। সেই আত্মবিশ্বাস নিয়ে কাল চতুর্থ ম্যাচেও পুরো ৩ পয়েন্ট তুলল, বঙ্গবন্ধু স্টেডিয়ামে চট্টগ্রাম আবাহনীকে ব্রাদার্স হারাল ২-১ গোলে।",NON-ACCIDENTAL
ওয়ানডে ক্রিকেটে অভিষেক ২০০৯-এর এপ্রিলে। সেই থেকে দলে আসা-যাওয়ার মধ্যে থাকা আহমেদ শেহজাদ পৌনে চার বছরে খেলেছেন ৪০টি ওয়ানডে ও ২২টি টি-টোয়েন্টি। ওয়ানডে বিশেষজ্ঞের তকমা গায়ে প্রায় লাগিয়ে ফেলেছিলেন এতেই! টেস্ট দলে যে ডাকই পাচ্ছিলেন না।অবশেষে তাঁর টেস্ট স্বপ্নটা সত্যি হয়েছে এই শ্রীলঙ্কা সিরিজে। ,NON-ACCIDENTAL
উৎসবটা কী আজই সেরে ফেলবে অস্ট্রেলিয়া? ধবলধোলাইয়ের যন্ত্রণা সয়ে অ্যাশেজ খোয়ানো ইংল্যান্ডের ক্ষতটা কি আরও বড় হবে আজ?ব্রিসবেনে অবিশ্বাস্য জয়ে অস্ট্রেলীয়দের মনোবল ছুঁয়েছে আকাশ। জেমস ফকনারের অসাধারণ এক ইনিংসের কাছে হেরে আত্মবিশ্বাসটা আরেকটু টলে গেছে ইংলিশদের। চিরপ্রতিদ্বন্দ্বীদের আরেকটি লজ্জা উপহার দিতে এটাকেই ভালো সুযোগ মানছে অস্ট্রেলিয়া।,NON-ACCIDENTAL
হঠাৎই স্বস্তি ফিরল মেলবোর্নে। টানা চার দিন ৪০ ডিগ্রি ছাড়ানো তাপমাত্রা কাল নেমে এল অনেকটা নিচে। আবহাওয়ার মতোই টেনিস কোর্টেও কাল ছিল না উত্তেজনার পারদ। অস্ট্রেলিয়ান ওপেনের ষষ্ঠ দিনটা পার হয়েছে বড় কোনো অঘটন ছাড়াই।,NON-ACCIDENTAL
"অন্তত এক দিনের জন্য হলেও পয়েন্টে বার্সেলোনা ও অ্যাটলেটিকো মাদ্রিদকে ছুঁয়ে ফেলল রিয়াল মাদ্রিদ। কাল পয়েন্ট তালিকার সবার নিচের দল রিয়াল বেটিসকে ৫-০ গোলে উড়িয়ে দিয়েছে কার্লো আনচেলত্তির দল। গোল করেছেন ক্রিস্টিয়ানো রোনালদো, গ্যারেথ বেল, করিম বেনজেমা, অ্যাঙ্গেল ডি মারিয়া ও আলভারো মোরাতা।",NON-ACCIDENTAL
"ভারতকে ঝামেলায় ফেলতে মার্টিন ক্রোর ব্যবস্থাপত্র হলো সবুজ ও আর্দ্র উইকেট। আকারে-ইঙ্গিতে পরিষ্কার, নিউজিল্যান্ডও সাবেক অধিনায়কের পরামর্শ মেনেই প্রস্তুত হচ্ছে। আজ নেপিয়ারের ম্যাকলিন পার্কে প্রথম ওয়ানডের উইকেট কেমন হবে, সে সম্পর্কে একটা ধারণা তাই পাওয়াই যাচ্ছে।",NON-ACCIDENTAL
